Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
766,CA-2024-10316,2024-06-27,2024-07-01,Standard Class,CUS-NN-10014,Helen Andreada,Home Office,Portland,Oregon,United States,90541,West,TEC-CO-10003740,Technology,Copiers,Canon PC940 Color Copier,7680.0,12,0.2,38.4
767,CA-2023-20260,2023-03-04,2023-03-05,Standard Class,CUS-TT-10020,Roy Collins,Corporate,Portland,Oregon,United States,85683,West,FUR-FU-10001487,Furniture,Furnishings,Deflecto Superior Image Slanted Sign,45.0,3,0.0,4.5
768,CA-2024-20268,2024-09-22,2024-09-26,Standard Class,CUS-AA-10001,Sean Miller,Corporate,Denver,Colorado,United States,64583,West,TEC-MA-10002412,Technology,Machines,Brother HL-L2350DW Laser Printer,1320.0,8,0.0,264.0
769,CA-2023-10073,2023-06-24,2023-06-28,Standard Class,CUS-CC-10003,Raymond Buch,Consumer,Portland,Oregon,United States,70258,West,OFF-AR-10003056,Office Supplies,Art,Sanford Colorific Color Pencils,42.0,6,0.0,11.76
770,CA-2024-10371,2024-10-08,2024-10-12,Standard Class,CUS-SS-10019,Brad Thomas,Home Office,Portland,Oregon,United States,39135,West,FUR-CH-10000454,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chair,210.0,1,0.0,46.2
771,CA-2024-10241,2024-03-30,2024-04-01,Standard Class,CUS-II-10009,Bill Eplett,Home Office,Louisville,Kentucky,United States,47941,South,FUR-TA-10001539,Furniture,Tables,Chromcraft Bull-Nose Conference Table,2940.0,3,0.3,14.7
772,CA-2023-10152,2023-11-14,2023-11-19,Standard Class,CUS-FF-10006,Ken Lonsdale,Home Office,Philadelphia,Pennsylvania,United States,98930,East,FUR-FU-10001487,Furniture,Furnishings,Deflecto Superior Image Slanted Sign,30.0,2,0.0,3.0
773,CA-2022-10147,2022-10-21,2022-10-25,Standard Class,CUS-FF-10006,Ken Lonsdale,Home Office,Philadelphia,Pennsylvania,United States,45054,East,TEC-AC-10001500,Technology,Accessories,Kensington 7 Port USB Hub,316.8,11,0.2,1.58
774,CA-2023-10594,2023-06-06,2023-06-09,Standard Class,CUS-GG-10007,Sanjit Chand,Corporate,Seattle,Washington,United States,40603,West,TEC-PH-10001215,Technology,Phones,Motorola Edge Plus 5G,990.0,3,0.4,-76.49
775,CA-2024-10184,2024-02-26,2024-02-27,First Class,CUS-GG-10007,Sanjit Chand,Corporate,Columbus,Ohio,United States,91633,Central,OFF-AR-10000246,Office Supplies,Art,Avery Color Pen Set,24.0,4,0.0,7.2
776,CA-2021-10493,2021-07-11,2021-07-12,Same Day,CUS-ZQ-10042,Joshua Robinson,Home Office,San Diego,California,United States,88204,West,TEC-CO-10004722,Technology,Copiers,Sharp AL-1530CS Digital Copier,2200.0,1,0.0,660.0
777,CA-2022-10491,2022-05-25,2022-05-27,First Class,CUS-ZP-10041,Betty Martinez,Consumer,Sacramento,California,United States,79922,West,OFF-PA-10004675,Office Supplies,Paper,Southworth 25 Cotton Business Paper,12.0,1,0.0,2.4
778,CA-2023-10261,2023-05-04,2023-05-05,Standard Class,CUS-JJ-10010,Seth Vernon,Corporate,Phoenix,Arizona,United States,16380,West,TEC-AC-10003832,Technology,Accessories,Logitech MX Master Wireless Mouse,800.0,10,0.0,224.0
779,CA-2022-20140,2022-01-25,2022-01-30,Second Class,CUS-BB-10002,Tamara Chand,Corporate,Charlotte,North Carolina,United States,35247,South,FUR-FU-10000010,Furniture,Furnishings,Eldon Fold N Roll Cart,154.0,7,0.0,18.48
780,CA-2022-20182,2022-10-03,2022-10-06,Second Class,CUS-LL-10012,Greg Tran,Consumer,Louisville,Kentucky,United States,52495,South,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,154.0,1,0.3,1.54
781,CA-2022-20007,2022-11-04,2022-11-10,Standard Class,CUS-EE-10005,Adrian Barton,Corporate,Atlanta,Georgia,United States,33284,South,OFF-AR-10000246,Office Supplies,Art,Avery Color Pen Set,12.0,2,0.0,3.6
782,CA-2022-10490,2022-01-24,2022-01-25,Second Class,CUS-ZP-10041,Betty Martinez,Consumer,Sacramento,California,United States,21338,West,OFF-AR-10003056,Office Supplies,Art,Sanford Colorific Color Pencils,77.0,11,0.0,21.56
783,CA-2022-10010,2022-11-27,2022-11-28,First Class,CUS-AA-10001,Sean Miller,Corporate,Sacramento,California,United States,37653,West,FUR-BO-10003717,Furniture,Bookcases,Sauder Classic Bookcase,3500.0,7,0.0,700.0
784,CA-2022-10522,2022-04-28,2022-04-29,Same Day,CUS-ZU-10046,Brian Lee,Home Office,Jacksonville,Florida,United States,85513,South,OFF-LA-10004654,Office Supplies,Labels,Avery Color Coding Labels,42.0,12,0.3,0.21
785,CA-2022-10311,2022-06-25,2022-06-27,Second Class,CUS-NN-10014,Helen Andreada,Home Office,Portland,Oregon,United States,53383,West,TEC-CO-10003740,Technology,Copiers,Canon PC940 Color Copier,2400.0,3,0.0,576.0
786,CA-2021-10364,2021-07-31,2021-08-03,Second Class,CUS-SS-10019,Brad Thomas,Home Office,Portland,Oregon,United States,93521,West,OFF-AR-10002399,Office Supplies,Art,Faber-Castell Art Grip Aquarelle,24.0,2,0.0,6.0
787,CA-2024-10418,2024-03-31,2024-04-01,Same Day,CUS-WW-10023,Beth Thompson,Corporate,Seattle,Washington,United States,43903,West,TEC-MA-10002412,Technology,Machines,Brother HL-L2350DW Laser Printer,396.0,3,0.2,1.98
788,CA-2021-10342,2021-02-14,2021-02-15,First Class,CUS-QQ-10017,Mark Hamilton,Consumer,Sacramento,California,United States,28327,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Bull-Nose Conference Table,9800.0,7,0.0,392.0
789,CA-2024-20149,2024-03-02,2024-03-03,Standard Class,CUS-DD-10004,Tom Ashbrook,Consumer,Baltimore,Maryland,United States,82657,East,FUR-CH-10002774,Furniture,Chairs,Harbour Creations Executive Chair,2016.0,4,0.1,403.2
790,CA-2024-20155,2024-03-01,2024-03-02,Standard Class,CUS-TT-10020,Roy Collins,Corporate,Memphis,Tennessee,United States,59395,South,OFF-AP-10000304,Office Supplies,Appliances,Belkin 6 Outlet Surge Protector,40.0,2,0.0,5.6
791,CA-2022-10177,2022-04-10,2022-04-15,Standard Class,CUS-GG-10007,Sanjit Chand,Corporate,Columbus,Ohio,United States,64874,Central,OFF-ST-10004186,Office Supplies,Storage,Eldon Storage Cabinet,644.0,7,0.0,103.04
792,CA-2021-20300,2021-09-03,2021-09-06,Standard Class,CUS-ZC-10028,James Wilson,Corporate,Sacramento,California,United States,96500,West,FUR-CH-10000454,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chair,1701.0,9,0.1,238.14
793,CA-2024-10077,2024-06-30,2024-07-02,First Class,CUS-CC-10003,Raymond Buch,Consumer,Portland,Oregon,United States,35042,West,OFF-FA-10002118,Office Supplies,Fasteners,Stockwell Rubber Bands Gross,3.0,1,0.0,0.84
794,CA-2021-20210,2021-09-25,2021-09-30,Standard Class,CUS-GG-10007,Sanjit Chand,Corporate,Philadelphia,Pennsylvania,United States,45034,East,OFF-FA-10002118,Office Supplies,Fasteners,Stockwell Rubber Bands Gross,30.0,10,0.0,8.4
795,CA-2022-20331,2022-08-02,2022-08-08,Second Class,CUS-BB-10002,Tamara Chand,Corporate,Sacramento,California,United States,94313,West,FUR-BO-10003717,Furniture,Bookcases,Sauder Classic Bookcase,2500.0,5,0.0,500.0
796,CA-2022-20307,2022-08-25,2022-08-29,Standard Class,CUS-PP-10016,Dave Brooks,Corporate,Louisville,Kentucky,United States,52643,South,FUR-TA-10004919,Furniture,Tables,Lesro Sheffield Coffee Table,1575.0,9,0.3,15.75
797,CA-2022-10475,2022-06-10,2022-06-11,Same Day,CUS-ZM-10038,Steven Martin,Home Office,Phoenix,Arizona,United States,68073,West,FUR-FU-10000010,Furniture,Furnishings,Eldon Fold N Roll Cart,176.0,10,0.2,0.88
798,CA-2022-10425,2022-01-30,2022-02-01,First Class,CUS-XX-10024,Dean Nguyen,Home Office,Dallas,Texas,United States,95904,Central,TEC-MA-10004947,Technology,Machines,Zebra GX420t Thermal Label Printer,1026.0,3,0.1,102.6
799,CA-2023-10235,2023-07-14,2023-07-16,First Class,CUS-II-10009,Bill Eplett,Home Office,Louisville,Kentucky,United States,20358,South,OFF-BI-10001661,Office Supplies,Binders,GBC DocuBind P400 Electric Binding,450.0,1,0.0,85.5
800,CA-2024-20069,2024-04-13,2024-04-19,Standard Class,CUS-QQ-10017,Mark Hamilton,Consumer,Indianapolis,Indiana,United States,38858,Central,OFF-ST-10001098,Office Supplies,Storage,Fellowes Super Stor File Drawers,50.0,1,0.0,9.5
801,CA-2022-10561,2022-05-27,2022-05-28,Standard Class,CUS-ZB-10027,Sarah Johnson,Consumer,Indianapolis,Indiana,United States,66418,Central,TEC-PH-10004977,Technology,Phones,Samsung Galaxy S23 Ultra,2247.5,5,0.5,-47.62
802,CA-2021-10568,2021-05-08,2021-05-12,Standard Class,CUS-ZB-10027,Sarah Johnson,Consumer,Boston,Massachusetts,United States,22315,East,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,1056.0,8,0.4,-122.07
803,CA-2024-10162,2024-09-09,2024-09-14,Standard Class,CUS-FF-10006,Ken Lonsdale,Home Office,Philadelphia,Pennsylvania,United States,91857,East,TEC-PH-10001215,Technology,Phones,Motorola Edge Plus 5G,5500.0,10,0.0,770.0
804,CA-2021-20226,2021-02-03,2021-02-06,Standard Class,CUS-ZA-10026,Michael Kennedy,Consumer,Memphis,Tennessee,United States,44267,South,TEC-AC-10003832,Technology,Accessories,Logitech MX Master Wireless Mouse,72.0,1,0.1,14.4
805,CA-2023-20284,2023-08-10,2023-08-16,Second Class,CUS-NN-10014,Helen Andreada,Home Office,Sacramento,California,United States,32412,West,TEC-PH-10004977,Technology,Phones,Samsung Galaxy S23 Ultra,8990.0,10,0.0,629.3
806,CA-2022-10041,2022-10-07,2022-10-10,Standard Class,CUS-BB-10002,Tamara Chand,Corporate,Memphis,Tennessee,United States,57795,South,TEC-CO-10001449,Technology,Copiers,HP LaserJet Pro 3310,3000.0,3,0.0,780.0
807,CA-2022-10114,2022-05-06,2022-05-08,Second Class,CUS-EE-10005,Adrian Barton,Corporate,Miami,Florida,United States,91226,South,FUR-CH-10000454,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chair,1680.0,10,0.2,8.4
808,CA-2021-10588,2021-01-20,2021-01-24,Second Class,CUS-ZB-10027,Sarah Johnson,Consumer,Memphis,Tennessee,United States,66925,South,FUR-BO-10003717,Furniture,Bookcases,Sauder Classic Bookcase,1500.0,6,0.5,-201.56
809,CA-2023-20040,2023-01-06,2023-01-11,Standard Class,CUS-QQ-10017,Mark Hamilton,Consumer,Detroit,Michigan,United States,49984,Central,FUR-FU-10000010,Furniture,Furnishings,Eldon Fold N Roll Cart,66.0,3,0.0,7.92
810,CA-2023-20159,2023-12-30,2023-12-31,Standard Class,CUS-BB-10002,Tamara Chand,Corporate,Seattle,Washington,United States,72224,West,TEC-CO-10001449,Technology,Copiers,HP LaserJet Pro 3310,9000.0,10,0.1,1620.0
811,CA-2023-20053,2023-11-21,2023-11-23,Second Class,CUS-OO-10015,Jane Waco,Consumer,Detroit,Michigan,United States,90432,Central,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Chair,3150.0,9,0.0,787.5
812,CA-2021-10363,2021-08-03,2021-08-04,Standard Class,CUS-SS-10019,Brad Thomas,Home Office,Portland,Oregon,United States,78125,West,FUR-FU-10000010,Furniture,Furnishings,Eldon Fold N Roll Cart,15.4,1,0.3,0.08
813,CA-2021-10460,2021-08-21,2021-08-26,Standard Class,CUS-ZK-10036,Dorothy White,Corporate,Houston,Texas,United States,69314,Central,TEC-PH-10001215,Technology,Phones,Motorola Edge Plus 5G,6050.0,11,0.0,847.0
814,CA-2021-20305,2021-12-08,2021-12-11,Second Class,CUS-XX-10024,Dean Nguyen,Home Office,Columbus,Ohio,United States,42093,Central,OFF-AP-10003746,Office Supplies,Appliances,Cuisinart Portable Coffee Maker,384.0,6,0.2,3.84
815,CA-2022-10554,2022-08-04,2022-08-08,Second Class,CUS-UU-10021,Alan Shonely,Consumer,Philadelphia,Pennsylvania,United States,51533,East,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,660.0,6,0.5,-32.78
816,CA-2022-10627,2022-11-27,2022-12-01,Standard Class,CUS-KK-10011,Anna Andreadi,Consumer,Denver,Colorado,United States,27635,West,TEC-AC-10003832,Technology,Accessories,Logitech MX Master Wireless Mouse,800.0,10,0.0,224.0
817,CA-2024-20012,2024-08-03,2024-08-06,First Class,CUS-CC-10003,Raymond Buch,Consumer,Portland,Oregon,United States,66481,West,OFF-LA-10002762,Office Supplies,Labels,Avery 487 Shipping Labels,117.0,9,0.0,28.08
818,CA-2022-10040,2022-11-06,2022-11-10,Second Class,CUS-BB-10002,Tamara Chand,Corporate,Memphis,Tennessee,United States,29536,South,TEC-AC-10000171,Technology,Accessories,Plantronics Savi Wireless Headset,256.2,2,0.3,1.28
819,CA-2022-10550,2022-01-05,2022-01-09,Standard Class,CUS-GG-10007,Sanjit Chand,Corporate,Philadelphia,Pennsylvania,United States,84427,East,FUR-FU-10001487,Furniture,Furnishings,Deflecto Superior Image Slanted Sign,37.5,5,0.5,-1.97
820,CA-2021-10029,2021-05-16,2021-05-17,Same Day,CUS-BB-10002,Tamara Chand,Corporate,Memphis,Tennessee,United States,82845,South,OFF-PA-10004675,Office Supplies,Paper,Southworth 25 Cotton Business Paper,72.0,12,0.5,0.36
821,CA-2022-20116,2022-10-17,2022-10-21,Same Day,CUS-ZA-10026,Michael Kennedy,Consumer,Los Angeles,California,United States,17481,West,OFF-EN-10001509,Office Supplies,Envelopes,Staple Envelope Pack,12.8,8,0.2,0.51
822,CA-2024-10339,2024-04-27,2024-05-03,Standard Class,CUS-PP-10016,Dave Brooks,Corporate,San Francisco,California,United States,27973,West,FUR-BO-10003717,Furniture,Bookcases,Sauder Classic Bookcase,2100.0,6,0.3,10.5
823,CA-2024-10370,2024-07-21,2024-07-24,Second Class,CUS-SS-10019,Brad Thomas,Home Office,Portland,Oregon,United States,82869,West,OFF-BI-10000340,Office Supplies,Binders,Avery Durable Slant Binders,16.8,7,0.2,0.08
824,CA-2022-10202,2022-03-02,2022-03-05,Standard Class,CUS-HH-10008,Hunter Lopez,Consumer,Boston,Massachusetts,United States,74382,East,TEC-PH-10000486,Technology,Phones,Apple iPhone 14 Pro,9990.0,10,0.0,799.2
825,CA-2022-10520,2022-10-26,2022-10-27,Second Class,CUS-ZU-10046,Brian Lee,Home Office,Jacksonville,Florida,United States,80685,South,FUR-TA-10004919,Furniture,Tables,Lesro Sheffield Coffee Table,525.0,3,0.3,2.62
826,CA-2022-20224,2022-08-01,2022-08-02,Standard Class,CUS-BB-10002,Tamara Chand,Corporate,Columbus,Ohio,United States,95558,Central,OFF-FA-10000304,Office Supplies,Fasteners,Staple Holder Set,24.0,5,0.2,2.4
827,CA-2024-20204,2024-10-30,2024-11-02,Standard Class,CUS-FF-10006,Ken Lonsdale,Home Office,San Francisco,California,United States,21289,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Table,9000.0,9,0.0,450.0
828,CA-2021-10081,2021-05-09,2021-05-15,Standard Class,CUS-DD-10004,Tom Ashbrook,Consumer,Milwaukee,Wisconsin,United States,34267,Central,FUR-FU-10000010,Furniture,Furnishings,Eldon Fold N Roll Cart,264.0,12,0.0,31.68
829,CA-2022-10298,2022-03-11,2022-03-15,Standard Class,CUS-MM-10013,Lycoris Saunders,Corporate,Denver,Colorado,United States,95332,West,OFF-PA-10002365,Office Supplies,Paper,Hammermill CopyPlus Paper Ream,296.0,8,0.0,71.04
830,CA-2022-20029,2022-03-27,2022-03-31,Same Day,CUS-LL-10012,Greg Tran,Consumer,Dallas,Texas,United States,27399,Central,OFF-AP-10003746,Office Supplies,Appliances,Cuisinart Portable Coffee Maker,560.0,7,0.0,89.6
831,CA-2024-10362,2024-12-01,2024-12-02,Same Day,CUS-RR-10018,Linda Cazamias,Consumer,Las Vegas,Nevada,United States,36895,West,TEC-PH-10001215,Technology,Phones,Motorola Edge Plus 5G,6600.0,12,0.0,924.0
832,CA-2024-10653,2024-11-27,2024-11-28,Second Class,CUS-QQ-10017,Mark Hamilton,Consumer,Houston,Texas,United States,70420,Central,OFF-AR-10003056,Office Supplies,Art,Sanford Colorific Color Pencils,77.0,11,0.0,21.56
833,CA-2023-10095,2023-01-14,2023-01-20,Standard Class,CUS-DD-10004,Tom Ashbrook,Consumer,Milwaukee,Wisconsin,United States,32962,Central,TEC-AC-10001500,Technology,Accessories,Kensington 7 Port USB Hub,180.0,5,0.0,43.2
834,CA-2023-10629,2023-12-17,2023-12-18,Same Day,CUS-SS-10019,Brad Thomas,Home Office,Charlotte,North Carolina,United States,51482,South,TEC-MA-10002412,Technology,Machines,Brother HL-L2350DW Laser Printer,1980.0,12,0.0,396.0
835,CA-2022-10356,2022-05-11,2022-05-12,First Class,CUS-RR-10018,Linda Cazamias,Consumer,Las Vegas,Nevada,United States,71835,West,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,220.0,1,0.0,39.6
836,CA-2024-10079,2024-08-17,2024-08-18,First Class,CUS-CC-10003,Raymond Buch,Consumer,Portland,Oregon,United States,97026,West,OFF-EN-10001509,Office Supplies,Envelopes,Staple Envelope Pack,24.0,12,0.0,4.8
837,CA-2021-10086,2021-09-09,2021-09-15,Standard Class,CUS-DD-10004,Tom Ashbrook,Consumer,Milwaukee,Wisconsin,United States,49824,Central,TEC-AC-10000171,Technology,Accessories,Plantronics Savi Wireless Headset,439.2,3,0.2,2.2
838,CA-2023-10093,2023-05-28,2023-06-01,Standard Class,CUS-DD-10004,Tom Ashbrook,Consumer,Milwaukee,Wisconsin,United States,75597,Central,TEC-MA-10004947,Technology,Machines,Zebra GX420t Thermal Label Printer,1862.0,7,0.3,9.31
839,CA-2023-10440,2023-04-19,2023-04-21,Second Class,CUS-YY-10025,Phil Fox,Consumer,Louisville,Kentucky,United States,59177,South,FUR-FU-10003848,Furniture,Furnishings,Howard Miller 11 Diameter Wall Clock,940.5,11,0.1,37.62
840,CA-2024-20238,2024-02-17,2024-02-22,Standard Class,CUS-ZD-10029,Lisa Davis,Consumer,Miami,Florida,United States,48584,South,OFF-AP-10002311,Office Supplies,Appliances,Hoover Portapower Lightweight Vac,1053.0,9,0.1,105.3
841,CA-2021-10113,2021-03-27,2021-03-28,Second Class,CUS-EE-10005,Adrian Barton,Corporate,Miami,Florida,United States,66450,South,FUR-FU-10000010,Furniture,Furnishings,Eldon Fold N Roll Cart,110.0,5,0.0,13.2
842,CA-2023-20232,2023-11-16,2023-11-19,Standard Class,CUS-EE-10005,Adrian Barton,Corporate,New York City,New York,United States,40939,East,FUR-TA-10004919,Furniture,Tables,Lesro Sheffield Coffee Table,600.0,3,0.2,6.0
843,CA-2024-10214,2024-09-04,2024-09-10,Standard Class,CUS-HH-10008,Hunter Lopez,Consumer,Boston,Massachusetts,United States,30719,East,OFF-FA-10004848,Office Supplies,Fasteners,Advantus Map Pins Pack,12.0,2,0.0,2.88
844,CA-2021-10349,2021-10-09,2021-10-10,Standard Class,CUS-RR-10018,Linda Cazamias,Consumer,Las Vegas,Nevada,United States,86865,West,TEC-CO-10004722,Technology,Copiers,Sharp AL-1530CS Digital Copier,19800.0,9,0.0,5940.0
845,CA-2024-10101,2024-05-27,2024-06-02,Standard Class,CUS-DD-10004,Tom Ashbrook,Consumer,Milwaukee,Wisconsin,United States,41365,Central,OFF-AR-10000246,Office Supplies,Art,Avery Color Pen Set,66.0,11,0.0,19.8
846,CA-2021-10459,2021-06-05,2021-06-06,First Class,CUS-ZK-10036,Dorothy White,Corporate,Houston,Texas,United States,39218,Central,TEC-PH-10004977,Technology,Phones,Samsung Galaxy S23 Ultra,4315.2,6,0.2,21.58
847,CA-2021-10249,2021-10-21,2021-10-22,Same Day,CUS-JJ-10010,Seth Vernon,Corporate,Phoenix,Arizona,United States,69634,West,OFF-EN-10000927,Office Supplies,Envelopes,Poly String Button Envelopes,12.0,3,0.0,2.88
848,CA-2024-20080,2024-04-20,2024-04-26,Standard Class,CUS-II-10009,Bill Eplett,Home Office,Baltimore,Maryland,United States,94419,East,OFF-AP-10000304,Office Supplies,Appliances,Belkin 6 Outlet Surge Protector,126.0,9,0.3,1.26
849,CA-2023-20068,2023-10-15,2023-10-17,Second Class,CUS-UU-10021,Alan Shonely,Consumer,Memphis,Tennessee,United States,12044,South,OFF-AP-10000304,Office Supplies,Appliances,Belkin 6 Outlet Surge Protector,16.0,1,0.2,0.16
850,CA-2021-10084,2021-05-30,2021-06-01,Second Class,CUS-DD-10004,Tom Ashbrook,Consumer,Milwaukee,Wisconsin,United States,71524,Central,TEC-PH-10000486,Technology,Phones,Apple iPhone 14 Pro,999.0,1,0.0,79.92
851,CA-2024-20279,2024-09-17,2024-09-19,Second Class,CUS-HH-10008,Hunter Lopez,Consumer,Houston,Texas,United States,24139,Central,OFF-AR-10003056,Office Supplies,Art,Sanford Colorific Color Pencils,63.0,9,0.0,17.64
852,CA-2021-20174,2021-02-14,2021-02-16,Second Class,CUS-KK-10011,Anna Andreadi,Consumer,Seattle,Washington,United States,42761,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Bull-Nose Conference Table,8400.0,6,0.0,336.0
853,CA-2024-10305,2024-10-31,2024-11-01,Second Class,CUS-MM-10013,Lycoris Saunders,Corporate,Denver,Colorado,United States,94803,West,FUR-CH-10002774,Furniture,Chairs,Harbour Creations Executive Chair,6160.0,11,0.0,1724.8
854,CA-2022-10542,2022-04-16,2022-04-18,Standard Class,CUS-ZX-10049,Donna Allen,Consumer,Detroit,Michigan,United States,20287,Central,TEC-MA-10000418,Technology,Machines,Cisco SPA 501G IP Phone,426.0,2,0.0,76.68
855,CA-2022-10205,2022-03-31,2022-04-01,First Class,CUS-HH-10008,Hunter Lopez,Consumer,Boston,Massachusetts,United States,13445,East,FUR-CH-10000454,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chair,756.0,4,0.1,75.6
856,CA-2023-10211,2023-02-17,2023-02-19,Second Class,CUS-HH-10008,Hunter Lopez,Consumer,Boston,Massachusetts,United States,89316,East,TEC-CO-10004722,Technology,Copiers,Sharp AL-1530CS Digital Copier,24200.0,11,0.0,7260.0
857,CA-2023-10287,2023-03-15,2023-03-17,First Class,CUS-LL-10012,Greg Tran,Consumer,Las Vegas,Nevada,United States,61007,West,FUR-FU-10000010,Furniture,Furnishings,Eldon Fold N Roll Cart,220.0,10,0.0,26.4
858,CA-2022-10412,2022-07-10,2022-07-13,Standard Class,CUS-WW-10023,Beth Thompson,Corporate,Seattle,Washington,United States,39878,West,OFF-FA-10004848,Office Supplies,Fasteners,Advantus Map Pins Pack,72.0,12,0.0,17.28
859,CA-2024-10442,2024-10-14,2024-10-15,Standard Class,CUS-YY-10025,Phil Fox,Consumer,Louisville,Kentucky,United States,99881,South,TEC-MA-10002412,Technology,Machines,Brother HL-L2350DW Laser Printer,1980.0,12,0.0,396.0
860,CA-2023-20063,2023-10-31,2023-11-06,Standard Class,CUS-ZB-10027,Sarah Johnson,Consumer,Memphis,Tennessee,United States,18272,South,OFF-FA-10000304,Office Supplies,Fasteners,Staple Holder Set,16.8,4,0.3,0.34
861,CA-2021-10331,2021-08-21,2021-08-22,Same Day,CUS-PP-10016,Dave Brooks,Corporate,San Francisco,California,United States,70089,West,TEC-AC-10001500,Technology,Accessories,Kensington 7 Port USB Hub,64.8,2,0.1,7.78
862,CA-2022-20310,2022-03-12,2022-03-18,First Class,CUS-WW-10023,Beth Thompson,Corporate,Milwaukee,Wisconsin,United States,90246,Central,FUR-FU-10001487,Furniture,Furnishings,Deflecto Superior Image Slanted Sign,67.5,5,0.1,1.35
863,CA-2023-20266,2023-06-19,2023-06-23,Second Class,CUS-RR-10018,Linda Cazamias,Consumer,Austin,Texas,United States,56422,Central,TEC-CO-10003740,Technology,Copiers,Canon PC940 Color Copier,1280.0,2,0.2,102.4
864,CA-2021-20052,2021-05-09,2021-05-13,Standard Class,CUS-MM-10013,Lycoris Saunders,Corporate,Philadelphia,Pennsylvania,United States,75549,East,OFF-ST-10000107,Office Supplies,Storage,Stur-D-Stor Heavy Duty Shelving,1494.0,9,0.0,268.92
865,CA-2022-10624,2022-12-27,2022-12-28,First Class,CUS-TT-10020,Roy Collins,Corporate,Sacramento,California,United States,55746,West,FUR-CH-10000454,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chair,2730.0,13,0.0,600.6
866,CA-2023-20020,2023-05-09,2023-05-11,Second Class,CUS-II-10009,Bill Eplett,Home Office,Baltimore,Maryland,United States,72436,East,TEC-PH-10000486,Technology,Phones,Apple iPhone 14 Pro,7992.0,8,0.0,639.36
867,CA-2024-20219,2024-11-20,2024-11-23,Standard Class,CUS-WW-10023,Beth Thompson,Corporate,Minneapolis,Minnesota,United States,97492,Central,TEC-MA-10002412,Technology,Machines,Brother HL-L2350DW Laser Printer,1336.5,9,0.1,160.38
868,CA-2024-10215,2024-08-13,2024-08-17,Standard Class,CUS-HH-10008,Hunter Lopez,Consumer,Boston,Massachusetts,United States,51853,East,FUR-FU-10003848,Furniture,Furnishings,Howard Miller 11 Diameter Wall Clock,285.0,3,0.0,45.6
869,CA-2021-20139,2021-03-08,2021-03-13,Second Class,CUS-BB-10002,Tamara Chand,Corporate,Chicago,Illinois,United States,32551,Central,OFF-LA-10004654,Office Supplies,Labels,Avery Color Coding Labels,20.0,4,0.0,5.6
870,CA-2021-20189,2021-09-03,2021-09-04,First Class,CUS-JJ-10010,Seth Vernon,Corporate,Houston,Texas,United States,38948,Central,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Table,5600.0,8,0.3,56.0
871,CA-2023-10123,2023-03-09,2023-03-11,First Class,CUS-EE-10005,Adrian Barton,Corporate,Miami,Florida,United States,73156,South,TEC-MA-10000418,Technology,Machines,Cisco SPA 501G IP Phone,745.5,5,0.3,3.73
872,CA-2023-10369,2023-03-22,2023-03-24,First Class,CUS-SS-10019,Brad Thomas,Home Office,Portland,Oregon,United States,42534,West,TEC-AC-10000171,Technology,Accessories,Plantronics Savi Wireless Headset,1098.0,6,0.0,241.56
873,CA-2023-10019,2023-09-06,2023-09-07,First Class,CUS-AA-10001,Sean Miller,Corporate,Sacramento,California,United States,89507,West,FUR-TA-10004919,Furniture,Tables,Lesro Sheffield Coffee Table,750.0,3,0.0,105.0
874,CA-2022-10478,2022-03-08,2022-03-11,Standard Class,CUS-ZN-10039,Margaret Thompson,Consumer,Austin,Texas,United States,15235,Central,FUR-FU-10001487,Furniture,Furnishings,Deflecto Superior Image Slanted Sign,126.0,12,0.3,0.63
875,CA-2021-10352,2021-03-03,2021-03-05,Standard Class,CUS-RR-10018,Linda Cazamias,Consumer,Las Vegas,Nevada,United States,78551,West,TEC-AC-10000171,Technology,Accessories,Plantronics Savi Wireless Headset,732.0,8,0.5,3.66
876,CA-2021-10510,2021-11-12,2021-11-13,Second Class,CUS-ZT-10045,Angela Lewis,Consumer,Phoenix,Arizona,United States,56255,West,TEC-MA-10002412,Technology,Machines,Brother HL-L2350DW Laser Printer,660.0,4,0.0,132.0
877,CA-2022-10201,2022-05-23,2022-05-24,Standard Class,CUS-HH-10008,Hunter Lopez,Consumer,Boston,Massachusetts,United States,83619,East,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Chair,3150.0,9,0.0,787.5
